longitude,latitude
126.245761,33.244594
126.251846,33.217953
126.289036,33.208992
126.291325,33.211853
126.302067,33.227309
126.294535,33.220516
126.308796,33.232655
126.290122,33.207986
126.227166,33.326411
126.243908,33.276138
126.2486,33.345004
126.247289,33.220061
126.292637,33.230558
126.299491,33.230403
126.29839,33.248794
126.297945,33.249559
126.298366,33.248789
126.295289,33.231851
126.298429,33.248906
126.296776,33.231329
126.29847,33.249145
126.263167,33.232045
126.294796,33.254868
126.288773,33.305229
126.310981,33.233813
126.290271,33.207691
126.31887,33.239064
126.319115,33.307794
126.290316,33.207717
126.317449,33.304717
126.247464,33.220838
126.256174,33.332687
126.28871,33.305373
126.229173,33.2383676
126.311123,33.3365563
126.257305,33.211602
126.29003,33.206492
126.288477,33.204515
126.298686,33.231806
126.279878,33.347253
126.275996,33.285405
126.309177,33.236752
126.166791,33.327145
126.311543,33.235962
126.313092,33.236368
126.312254,33.235853
126.311315,33.233849
126.309894,33.235081
126.335957,33.246522
126.250671,33.220695
126.201959,33.358795
126.179692,33.300995
126.179684,33.269058
126.174597,33.342874
126.289204,33.205656
126.288867,33.305238
126.171218,33.320986
126.179601,33.301487
126.171135,33.320948
126.293308,33.229495
126.289656,33.30423
126.309422,33.234694
126.319825,33.307673
126.286874,33.282068
126.25205,33.328695
126.222043,33.339131
126.289882,33.206357
126.299835,33.225565
126.175837,33.343889
126.258734,33.210339
126.279815,33.341397
126.290611,33.207259
126.328284,33.240591
126.273986,33.283342
126.255924,33.343086
126.268167,33.319136
126.2704123,33.3164261
126.226475,33.336006
126.183824,33.350177
126.338989,33.246296
126.2457956,33.2305563
126.331732,33.3096155
126.199652,33.365357
126.276598,33.284497
126.305744,33.228101
126.289238,33.295948
126.318144,33.304725
126.258492,33.226686
126.318844,33.239069
126.272821,33.314107
126.256789,33.209626
126.248972,33.220433
126.16595,33.331467
126.338913,33.306822
126.301271,33.265943
126.301047,33.304765
126.334733,33.247026
126.184219,33.349851
126.245309,33.230431
126.164788,33.308967
126.28159,33.253254
126.290057,33.304781
126.31923,33.307801
126.257343,33.209795
126.319668,33.303008
126.279172,33.277218
126.279162,33.250214
126.283727,33.26874
126.258858,33.209737
126.306285,33.228109
126.180883,33.348688
126.289523,33.20652
126.303114,33.248277
126.28985,33.206533
126.254659,33.223708
126.319812,33.308307
126.315905,33.303817
126.258358,33.209709
126.272729,33.314056
126.298313,33.248788
126.303228,33.246899
126.2899,33.304056
126.168606,33.299583
126.289538,33.206336
126.291965,33.339354
126.299457,33.227032
126.17978,33.348841
126.254335,33.223613
126.176013,33.305486
126.252031,33.219499
126.252027,33.219485
126.165743,33.332672
126.255644,33.330905
126.179882,33.26929
126.250791,33.218744
126.259453,33.210155
126.29847,33.248774
126.267121,33.337537
126.252125,33.218991
126.310131,33.25639
126.310492,33.256434
126.229154,33.238345
126.318899,33.239247
126.311078,33.233974
126.307883,33.228961
126.254029,33.307994
126.312985,33.236279
126.289774,33.206477
126.247783,33.271234
126.27989,33.250819
126.178561,33.303583
126.182706,33.347349
126.191005,33.340604
126.290858,33.224172
126.320699,33.249804
126.306608,33.228287
126.306651,33.228265
126.33903,33.244155
126.291403,33.20839
126.301219,33.245322
126.251643,33.220251
126.306343,33.238472
126.255567,33.225689
126.226821,33.255725
126.257101,33.225479
126.321902,33.289499
126.27974,33.34167
126.281637,33.288766
126.252376,33.218008
126.273711,33.282984
126.303564,33.239368
126.312623,33.236279
126.257893,33.209741
126.175685,33.343714
126.2886805,33.3054071
126.2919328,33.3022405
126.328141,33.29153
126.196987,33.351086
126.338949,33.245454
126.263539,33.322482
126.258343,33.209663
126.258415,33.209629
126.25094,33.218982
126.27273,33.313964
126.306508,33.228695
126.305685,33.227835
126.296002,33.231331
126.244327,33.228937
126.312447,33.236228
126.318624,33.30225
126.333684,33.246565
126.325452,33.247346
126.286954,33.282066
126.30634,33.246026
126.289142,33.205392
126.297546,33.244055
126.25764,33.209671
126.312893,33.236343
126.288114,33.204389
126.32607,33.246783
126.311104,33.233843
126.293833,33.229084
126.33352,33.240956
126.164512,33.309733
126.310978,33.233743
126.322268,33.288905
126.264445,33.233671
126.22991,33.2577
126.251244,33.217577
126.30842,33.278315
126.281453,33.279416
126.33111,33.263127
126.249065,33.219759
126.24856,33.217958
126.305552,33.227815
126.282891,33.286111
126.301042,33.304738
126.289048,33.204972
126.289098,33.204825
126.315869,33.303702
126.3348846,33.2402086
126.33599,33.2410493
126.234425,33.296595
126.305831,33.244755
126.294996,33.280101
126.331809,33.263702
126.312785,33.236302
126.241153,33.227352
126.174812,33.343131
126.2515631,33.2247313
126.258293,33.209654
126.289506,33.304274
126.29009,33.206574
126.259284,33.210182
126.289508,33.20612
126.257614,33.209924
126.306151,33.228171
126.273893,33.283147
126.225815,33.327702
126.311101,33.233719
126.313807,33.236402
126.312757,33.236308
126.288095,33.204331
126.311067,33.233981
126.339421,33.307463
126.288168,33.304501
126.311941,33.236254
126.311212,33.234005
126.306607,33.228324
126.279833,33.341358
126.263203,33.23217
126.311087,33.233984
126.289911,33.303944
126.29301,33.245702
126.317158,33.30476
126.319125,33.301331
126.308381,33.229477
126.198458,33.365728
126.319112,33.307781
126.326698,33.243532
126.252129,33.226927
126.279499,33.341205
126.287762,33.204112
126.172209,33.340213
126.287838,33.3055
126.281622,33.253176
126.301261,33.304828
126.290085,33.207661
126.21466,33.340068
126.251354,33.349808
126.318889,33.239021
126.288869,33.305334
126.289912,33.30472
126.306145,33.228115
126.330051,33.247225
126.298786,33.224766
126.195885,33.251387
126.305424,33.249776
126.289149,33.205586
126.176661,33.305756
126.257774,33.210009
126.318953,33.23896
126.251217,33.220713
126.312383,33.23614
126.27974,33.3409
126.289929,33.206365
126.289488,33.305233
126.32756,33.282094
126.314336,33.29
126.287729,33.305595
126.289128,33.305271
126.287887,33.204047
126.251112,33.219338
126.164865,33.309108
126.190253,33.256616
126.281693,33.253174
126.319448,33.301036
126.318397,33.304964
126.265959,33.338206
126.258282,33.210365
126.287747,33.30559
126.201895,33.270995
126.29023,33.207689
126.254905,33.326311
126.195477,33.361912
126.320293,33.302465
126.299549,33.249257
126.299319,33.224965
126.28992,33.304746
126.249071,33.219756
126.288078,33.304491
126.337827,33.248175
126.338449,33.248201
126.239897,33.225597
126.23988,33.225571
126.279697,33.341543
126.298565,33.226886
126.290328,33.208014
126.31894,33.238849
126.322774,33.28993
126.31717,33.304766
126.306428,33.228277
126.263588,33.322441
126.312131,33.236244
126.340228,33.311058
126.279828,33.341492
126.311085,33.337597
126.289058,33.305171
126.30347,33.227671
126.288794,33.204706
126.256063,33.331489
126.289435,33.305267
126.311025,33.233967
126.164852,33.309001
126.29593,33.231475
126.174254,33.342835
126.24192,33.355255
126.327694,33.303889
126.30115,33.304509
126.24527,33.230566
126.2889,33.305234
126.247131,33.220072
126.171971,33.342572
126.290141,33.20839
126.252134,33.226575
126.25222,33.226616
126.252703,33.215863
126.306023,33.231312
126.279611,33.34127
