id,name,lat,lon,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000077,용담일동 무료 주차장,33.50997766,126.5154493,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000078,용담일동 무료 주차장,33.5106877,126.5160184,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000079,용담일동 무료 주차장,33.50948255,126.516265,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000080,용담일동 무료 주차장,33.50964287,126.5161008,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000081,연동 무료 주차장,33.48318911,126.4950118,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000082,연동 무료 주차장,33.48116032,126.4905389,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000083,연동 국기로 제2 공영주차장,33.47867251,126.490582,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000084,연동 무료 주차장,33.47991747,126.4913888,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000085,연동 국기로 제1 공영주차장,33.47837204,126.4903397,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000086,연동 연화로 공영주차장,33.47781539,126.4897899,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000087,연동 무료 주차장,33.49158174,126.4823527,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000088,연동 도령북길,33.49356068,126.4871496,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000089,연동 무료 주차장,33.49337545,126.4852697,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000090,일도이동 무료 주차장,33.5000217,126.5456647,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000091,일도이동 무료 주차장,33.50481997,126.5343383,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000092,외도동 무료 주차장,33.49174014,126.4298943,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000093,외도동 무료 주차장,33.49059192,126.4282149,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000094,외도동 무료 주차장,33.49167477,126.4318538,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000095,외도동 무료 주차장,33.49127778,126.4339699,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000096,외도동 무료 주차장,33.48992583,126.4325739,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000097,외도동 무료 주차장,33.48863871,126.4284654,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000098,외도동 무료 주차장,33.48767628,126.4293543,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000099,외도동 무료 주차장,33.48782513,126.4297174,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000100,외도동 무료 주차장,33.48851619,126.4334775,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000101,외도동 무료 주차장,33.48687094,126.4291213,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000102,외도동 제1,33.48674205,126.4317597,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000103,외도동 무료 주차장,33.48568077,126.4284004,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000104,외도동 무료 주차장,33.49280333,126.4326943,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000105,원노형 푸른 제1 공영주차장,33.48232512,126.484031,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000106,원노형 푸른 제5 공영주차장,33.47886632,126.4798738,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000107,원노형 푸른 제4 공영주차장,33.47774893,126.4798488,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000108,노형동 무료 주차장,33.48888037,126.4826257,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000109,노형동 무료 주차장,33.48729718,126.4798218,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000110,노형동 무료 주차장,33.48959868,126.4765015,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000111,노형동 무료 주차장,33.486368,126.4777201,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000112,종남 공영주차장,33.48415383,126.4714216,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000113,웅전 공영주차장,33.48250047,126.4718702,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000115,수덕 공영주차장,33.48386668,126.4744607,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000116,서가름 공영주차장,33.49062142,126.4731588,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000117,노형동 무료 주차장,33.4889675,126.4750277,,,,,,,,,,,,,,,,,,,,,,,,,,,
