longitude,latitude
126.563457,33.241735
126.505646,33.239362
126.678221,33.275989
126.564216,33.244058
126.514063,33.248613
126.514577,33.244603
126.514212,33.235216
126.563676,33.255768
126.563679,33.255773
126.512253,33.233663
126.570724,33.245227
126.519798,33.270179
126.617509,33.25981
126.665338,33.276575
126.524279,33.251684
126.506574,33.242173
126.503199,33.253343
126.6197228,33.2610898
126.5109178,33.248608
126.554927,33.259083
126.619802,33.279685
126.620576,33.262097
126.619974,33.384882
126.568086,33.246456
126.661071,33.290723
126.6229699,33.2634006
126.576655,33.2528548
126.562519,33.253809
126.562115,33.250161
126.561877,33.250094
126.567009,33.247608
126.547697,33.241339
126.562118,33.250235
126.512745,33.254322
126.67861,33.275834
126.674072,33.27053
126.620754,33.262265
126.564383,33.244828
126.635819,33.300608
126.635923,33.3003
126.557772,33.248482
126.647995,33.312516
126.562368,33.250152
126.678821,33.275984
126.596507,33.263185
126.547693,33.241605
126.659327,33.271434
126.62662,33.263642
126.620084,33.384742
126.564065,33.245163
126.622292,33.254157
126.718422,33.278556
126.564531,33.249554
126.635934,33.300527
126.559556,33.25054
126.566618,33.247721
126.588708,33.310689
126.674412,33.272992
126.506571,33.252274
126.50671,33.252723
126.619622,33.384945
126.5544,33.250319
126.659405,33.27101
126.497586,33.236386
126.610867,33.240788
126.57384,33.244975
126.635807,33.300472
126.622164,33.254195
126.528149,33.291724
126.722681,33.279438
126.573759,33.24437
126.638046,33.26148
126.689708,33.274072
126.700321,33.271917
126.513874,33.234869
126.56352,33.241036
126.729926,33.279246
126.607535,33.238819
126.55881,33.248601
126.56621,33.241168
126.5667251,33.2506693
126.5821216,33.2606441
126.6486906,33.2718443
126.620425,33.2500558
126.564521,33.239869
126.567853,33.249475
126.558411,33.239535
126.581955,33.247106
126.590946,33.244497
126.619903,33.385022
126.657053,33.275721
126.6786,33.275887
126.562215,33.250071
126.732281,33.324382
126.6475318,33.2713971
126.5773801,33.2476893
126.5247941,33.2469946
126.6583361,33.2744833
126.6222143,33.2542805
126.571655,33.2547423
126.62257,33.254559
126.573585,33.244811
126.560557,33.253825
126.560102,33.244563
126.548374,33.241573
126.515166,33.251672
126.5590446,33.2528193
126.5162545,33.2477906
126.615776,33.2605548
126.6201585,33.3850599
126.564549,33.246654
126.509968,33.258134
126.761266,33.292088
126.770884,33.300865
126.568647,33.264259
126.51465,33.235344
126.667884,33.273065
126.571684,33.252771
126.575258,33.251723
126.547146,33.241269
126.52682,33.24159
126.587521,33.250207
126.692858,33.290138
126.622229,33.25405
126.560085,33.244667
126.574066,33.244472
126.562216,33.25013
126.618662,33.249596
126.561254,33.251129
126.535467,33.24261
126.564969,33.242842
126.573668,33.24487
126.635888,33.30065
126.635967,33.300469
126.506623,33.248122
126.571921,33.308881
126.507713,33.246375
126.564086,33.239441
126.562624,33.241827
126.588064,33.289184
126.663968,33.270139
126.559138,33.248356
126.678574,33.2759
126.620086,33.384901
126.51312,33.235621
126.589047,33.289135
126.562178,33.250242
126.509494,33.273211
126.564243,33.244223
126.562091,33.249986
126.565862,33.247727
126.565499,33.242802
126.562229,33.249791
126.605978,33.239843
126.6359656,33.3004693
126.554584,33.250372
126.681189,33.278221
126.681291,33.278323
126.681428,33.278807
126.670602,33.274864
126.681251,33.278303
126.642328,33.267247
126.680737,33.277642
126.573653,33.244541
126.599041,33.23613
126.547911,33.241549
126.565183,33.249545
126.742694,33.28399
126.643017,33.266352
126.635951,33.300465
126.635814,33.300487
126.506547,33.249516
126.546637,33.240899
126.676139,33.275522
126.678477,33.275858
126.633618,33.308714
126.563185,33.286035
126.660275,33.274425
126.564203,33.244124
126.564251,33.244307
126.568566,33.243509
126.505882,33.231797
126.510309,33.252226
126.619809,33.385004
126.622213,33.254282
126.570407,33.248274
126.703578,33.275197
126.7008613,33.3414663
126.639487,33.26378
126.617237,33.263256
126.585451,33.268382
126.500796,33.250044
126.568043,33.238728
126.560948,33.241306
126.564276,33.244279
126.560188,33.244322
126.618667,33.249633
126.578256,33.247203
126.514399,33.249235
126.506177,33.253552
126.560352,33.251683
126.506789,33.235219
126.688523,33.280121
126.619898,33.384622
126.702047,33.273523
126.6594941,33.2745266
126.566839,33.247711
126.582041,33.260523
126.563435,33.244055
126.609462,33.24035
126.621528,33.249436
126.602291,33.242306
126.561073,33.254623
126.565856,33.247817
126.558751,33.23995
126.636084,33.300657
126.512117,33.247384
126.510188,33.251342
126.609481,33.263429
126.558985,33.25135
126.5600333,33.2516993
126.555727,33.252994
126.555822,33.252973
126.5610529,33.252218
126.63361,33.309002
126.557893,33.292191
126.5477643,33.241561
126.562562,33.249857
126.507834,33.248531
126.559816,33.247956
126.704787,33.277302
126.573977,33.244309
126.5584,33.239601
126.563275,33.246794
126.547527,33.241284
126.678288,33.275959
