latitude,longitude
33.25425295606327,126.51732849364126
33.48951,-63.333
37.51,500.565408
82.84,-20.9989922
16.0269495,164.49802599999998
35.721613,314.9
33.496732583665214,126.48799102742139
33.49440997406259,126.9401251117626
33.34692837765237,126.295099875177
33.463972071747534,126.73237829899604
